birthDate,playerID
1940-01-27,harpete01
1940-03-22,keonda01
1940-10-03,ratelje01
1942-02-20,esposph01
1943-04-23,esposto01
1944-03-14,nedomva01
1945-01-08,ellisro01
1945-01-29,stephwa01
1945-03-28,schmabo01
1945-06-24,cashmwa01
1945-09-08,vachoro01
1945-09-25,vadnaca01
1945-09-27,kearnde01
1945-11-10,smithal02
1945-12-09,libetni01
1945-12-18,pronoje01
1946-01-22,savarse01
1946-01-28,shmyrpa01
1946-02-26,doakga01
1946-10-10,mahovpe01
1946-11-20,murdobo01
1947-02-07,lonsbro01
1947-04-12,abrahth01
1947-04-15,marcodo01
1947-04-29,bernise01
1947-06-19,mckecwa01
1947-09-29,tkaczwa01
1947-10-05,edwarga01
1947-10-09,thomawa01
1947-12-07,ungerga01
1948-01-01,hartge01
1948-01-19,keaed01
1948-02-20,bouchpi01
1948-03-18,lapoigu01
1948-03-22,marksjo01
1948-03-28,ketolve01
1948-06-29,smithri01
1948-07-06,parkbr01
1948-07-10,reschgl01
1948-09-15,korabje01
1948-10-02,lucedo01
1948-10-28,drouiju01
1948-11-01,myreph01
1948-11-02,leyri01
1948-12-31,roberre01
1949-01-03,longba01
1949-01-11,sheehbo01
1949-01-11,burroda01
1949-01-24,charrgu01
1949-01-31,dudleri01
1949-02-17,rutheji01
1949-03-25,potvije01
1949-03-31,gilbegi01
1949-04-23,sheppgr01
1949-05-28,innesga01
1949-06-01,plassmi01
1949-06-12,tardima01
1949-07-08,hoganda01
1949-07-27,duponan01
1949-08-13,clarkbo01
1949-08-14,redmodi01
1949-08-15,boldiiv01
1949-08-26,stackro01
1949-10-17,wilsobe01
1949-10-22,gorinbu01
1949-10-25,houlere01
1949-11-29,labreyv01
1949-12-20,chrismi01
1950-01-03,macleri01
1950-01-19,bromlga01
1950-01-20,leflech01
1950-01-26,barrefr01
1950-01-26,hlinkiv01
1950-01-27,bublaji01
1950-04-13,crhaji01
1950-04-23,leachre01
1950-05-11,nilssul01
1950-05-20,lambeyv01
1950-05-28,thomper01
1950-06-07,graharo02
1950-06-21,lowro01
1950-07-12,melocgi01
1950-07-20,murrate01
1950-09-07,oddlech01
1950-09-12,murphmi01
1950-09-14,kindror01
1950-09-18,sittlda01
1950-09-24,malonda01
1950-09-29,edberro01
1950-09-30,brasape01
1950-11-13,perregi01
1950-11-25,kellybo01
1950-12-12,bouchda01
1950-12-12,smithbi01
1950-12-20,clemebi01
1950-12-22,fitchbo01
1951-02-25,hedbean01
1951-02-27,butleje01
1951-03-17,ramsacr01
1951-03-27,lalonbo01
1951-03-29,astroha01
1951-03-29,monahha01
1951-04-17,salmibo01
1951-04-21,vickest01
1951-05-05,lindswi01
1951-05-24,anderke01
1951-06-02,robinla01
1951-06-07,oreilte01
1951-06-09,labrada01
1951-06-17,garrejo01
1951-07-15,kehoeri01
1951-07-25,sullipe01
1951-07-26,martiri01
1951-08-03,dionnma01
1951-08-24,leducri01
1951-09-20,laflegu01
1951-09-23,novymi01
1951-09-24,ridlecu01
1951-10-11,dvorami01
1951-10-18,antonmi01
1951-11-18,hajtbi01
1951-12-04,helanpe01
1951-12-13,busnimi01
1952-01-02,ftorero01
1952-01-23,pouzaja01
1952-01-29,harribi02
1952-01-31,brackcu01
1952-02-22,hennilo01
1952-03-01,boutepa01
1952-03-07,mcilhja01
1952-03-16,macadal01
1952-03-17,weirst01
1952-04-06,larocmi01
1952-04-23,merriwa01
1952-05-02,hutchda01
1952-05-08,mcnabpe01
1952-05-22,prestri01
1952-05-25,fotiuni01
1952-06-06,hamelje01
1952-06-17,milbumi01
1952-06-18,herrode01
1952-06-24,millepe01
1952-06-30,baldehe01
1952-07-01,shuttst01
1952-07-06,kalluan01
1952-07-11,barbebi01
1952-07-21,russeph01
1952-07-23,nyropbi01
1952-08-19,watsoji02
1952-08-22,ferguge01
1952-08-25,veisomi01
1952-09-04,schoeji01
1952-09-15,broderi01
1952-09-16,hamelpi01
1952-09-26,howatga01
1952-10-07,richaja01
1952-10-10,nystrbo01
1952-10-12,lindgla01
1952-11-14,leverdo01
1952-11-20,vanbojo01
1952-12-03,macmibo01
1952-12-19,policmi01
1952-12-29,bladoto01
1953-01-08,stastma01
1953-01-15,holtra01
1953-01-22,youngto01
1953-01-28,campbco01
1953-02-09,savaran01
1953-02-16,mcdonla01
1953-02-16,stlauan01
1953-02-16,rotada01
1953-02-22,hangsal01
1953-02-27,davidjo01
1953-03-13,stougbl01
1953-03-19,pateyla01
1953-03-30,vervede01
1953-03-31,lanego01
1953-04-01,wensijo01
1953-04-04,dunlobl01
1953-04-06,bolduda01
1953-04-18,simsal01
1953-04-22,lysiato01
1953-04-26,goldugl01
1953-05-03,dailebo01
1953-05-15,callibr01
1953-05-15,hickepa01
1953-05-16,augele01
1953-06-03,cernifr01
1953-07-03,lewisda01
1953-07-04,chalumi01
1953-07-09,macgrra01
1953-07-25,rautape01
1953-08-12,foxgr01
1953-08-24,barneno01
1953-08-25,lorimbo01
1953-08-25,talafde01
1953-09-15,houstke01
1953-09-16,vailer01
1953-10-29,potvide01
1953-11-02,meaghri01
1953-11-17,macdobl01
1953-11-24,lylege01
1953-12-04,polonde01
1953-12-04,middlri01
1953-12-13,gainebo01
1953-12-20,songito01
1953-12-22,turnbia01
1953-12-29,alleyst01
1954-01-01,millewa01
1954-01-05,durisvi01
1954-01-12,sobchde01
1954-01-13,palmami01
1954-01-19,porvaju01
1954-01-20,hisloja01
1954-01-29,risebdo01
1954-01-31,mioed01
1954-02-03,williti01
1954-02-08,sargega01
1954-02-11,dionmi01
1954-02-12,sturgpe01
1954-02-18,howema02
1954-03-02,johnsed02
1954-03-17,hopkila01
1954-03-18,hughejo01
1954-03-18,valiqja01
1954-03-19,isaksul01
1954-03-20,simmech01
1954-03-28,chippro01
1954-04-07,gillicl01
1954-04-16,zukemi01
1954-04-20,lupiegi01
1954-04-26,ribblpa01
1954-05-02,evansjo01
1954-05-03,kempke01
1954-05-03,moorero01
1954-05-05,afflebr01
1954-05-14,gareda01
1954-05-15,langeda01
1954-05-23,loprepe01
1954-05-30,jolygr01
1954-06-03,weirwa01
1954-06-09,paddojo01
1954-06-21,bournbo01
1954-06-25,lessama01
1954-07-02,loganda01
1954-07-13,chartri01
1954-07-31,smithde02
1954-08-10,connoca01
1954-08-15,stoltro01
1954-08-23,carlsja01
1954-09-01,lumleda01
1954-09-24,manerkr01
1954-09-27,bathefr01
1954-10-22,leggeba01
1954-10-22,sedlbro01
1954-10-24,snepsha01
1954-10-24,rogermi01
1954-10-24,michejo01
1954-10-27,driscpe01
1954-11-19,lemelre01
1954-11-26,murrabo02
1954-12-02,faubema01
1954-12-06,larivga01
1954-12-09,devinke01
1954-12-22,grescro01
1954-12-22,perssst01
1954-12-31,ruskote01
1955-01-02,backmmi01
1955-01-03,stcrori01
1955-01-03,primeke01
1955-01-09,boudrbr01
1955-01-16,burnsga01
1955-01-25,bowneri01
1955-01-27,engblbr01
1955-01-28,nechavi01
1955-02-07,fogolle02
1955-02-11,harripa01
1955-02-12,anderru01
1955-02-13,clackki01
1955-02-22,youngti01
1955-03-01,mulheri01
1955-03-08,ashbydo01
1955-03-24,jarvido01
1955-03-24,pricepa01
1955-03-25,hughepa01
1955-03-25,bullete01
1955-04-06,berglbo02
1955-04-12,woodspa01
1955-04-14,jensest01
1955-04-16,fontajo01
1955-04-21,soetado01
1955-04-22,hillal01
1955-04-25,smithba01
1955-04-28,steenan01
1955-04-28,bridgme01
1955-05-03,lambydi01
1955-05-06,bothwti01
1955-05-17,laroscl02
1955-05-19,hessbo01
1955-05-21,kiessud01
1955-05-28,wilsoro02
1955-05-28,hicksdo01
1955-05-28,howema01
1955-05-30,heinzri01
1955-06-07,plettwi01
1955-06-17,sauvebo01
1955-07-07,stanied01
1955-07-08,smithgr01
1955-07-15,leinomi01
1955-07-27,hoffmbo01
1955-08-02,lapoiri01
1955-08-04,lundhbe01
1955-09-03,delorro01
1955-09-05,jonatst01
1955-09-07,middlli01
1955-09-07,maxwebr02
1955-09-15,klassra01
1955-09-21,hagmama01
1955-09-24,levota01
1955-09-28,edwardo01
1955-10-02,brownja01
1955-10-16,paiemwi01
1955-10-17,blighri01
1955-10-21,cameral01
1955-10-25,martite01
1955-10-28,baxtepa01
1955-10-30,hanseri01
1955-11-01,halwado01
1955-11-08,morriga01
1955-11-09,hawryne01
1955-11-10,hollake01
1955-11-16,laroupi01
1955-11-17,marukde01
1955-11-17,giroupi01
1955-11-25,oconnmi01
1955-11-27,mondopi01
1955-12-02,holmgpa01
1955-12-04,tayloda01
1955-12-15,norwicr01
1955-12-31,mcadaga01
1956-01-02,leepe01
1956-01-07,liutmi01
1956-01-11,youngwa01
1956-02-01,kitchmi01
1956-02-06,flockro01
1956-02-09,trembma02
1956-02-16,macguga01
1956-02-18,gradith01
1956-02-19,greggra01
1956-02-20,greenri01
1956-02-27,kaszymi01
1956-02-29,eloraka01
1956-03-05,gardnpa01
1956-03-07,hothagr01
1956-03-08,malongr01
1956-03-10,markejo01
1956-03-25,schofdw01
1956-03-27,debolda01
1956-04-06,blakemi02
1956-04-19,carlyra01
1956-04-25,melinro01
1956-04-27,hakanan01
1956-05-07,molinla01
1956-05-07,cassoto01
1956-05-12,federbe01
1956-05-13,wilsoro03
1956-05-23,roweto01
1956-05-28,bailere01
1956-06-01,lukowmo01
1956-06-10,eavesmi01
1956-06-13,chapmbl01
1956-06-14,prestyv01
1956-06-21,saundbe01
1956-06-30,tudorro01
1956-07-11,pettejo01
1956-07-15,melroba01
1956-07-17,trottbr01
1956-07-22,skidmpa01
1956-07-28,schamke01
1956-07-30,larsore01
1956-07-30,cloutre01
1956-07-31,malonda02
1956-08-01,farrida01
1956-08-08,risslga01
1956-08-10,mcewemi01
1956-08-11,shandda01
1956-08-19,fidlemi01
1956-08-31,zanusro01
1956-08-31,nilsske01
1956-09-02,jacksdo02
1956-09-06,sharpgl01
1956-09-10,palmero02
1956-09-10,vautoyv01
1956-09-15,johnsbe01
1956-09-17,mulvegr01
1956-09-18,stastpe01
1956-09-23,bonarda01
1956-09-28,millebo01
1956-10-07,suttebr01
1956-10-10,davisma01
1956-10-13,schutro01
1956-10-17,morroke01
1956-10-20,chouigu01
1956-10-25,murdodo01
1956-10-26,walshji01
1956-10-31,mannobo01
1956-11-06,legricl01
1956-11-17,simpsbo01
1956-11-21,mckenal01
1956-11-27,regieda01
1956-11-29,bakerbi01
1956-12-21,marshpe01
1957-01-07,janasst01
1957-01-12,vaskori01
1957-01-18,gillije01
1957-01-18,hamilji01
1957-01-22,bossymi01
1957-01-26,mccouda01
1957-01-27,marinhe01
1957-01-28,napiema01
1957-01-29,contijo01
1957-02-04,banduje01
1957-02-04,coryro01
1957-02-05,duponno01
1957-02-14,jamesva01
1957-02-17,hendear01
1957-02-18,holmewa01
1957-02-20,hanlogl01
1957-02-26,mullejo01
1957-03-11,gorento01
1957-03-23,toneljo01
1957-03-25,crowdbr01
1957-03-28,anderjo01
1957-03-30,johantr01
1957-04-02,fostedw01
1957-04-05,sommero01
1957-04-11,sevigri01
1957-04-16,crombmi01
1957-04-21,lofthma01
1957-04-24,labatne01
1957-04-26,hansoke01
1957-04-27,bannemu01
1957-04-30,zaharmi01
1957-04-30,wallipe01
1957-04-30,parroda01
1957-05-02,stoyast01
1957-05-03,coteal01
1957-05-03,ihnacpe01
1957-05-03,langwro01
1957-05-06,bakerst01
1957-05-10,harreti01
1957-05-11,tebbugr01
1957-05-12,dunnri01
1957-05-18,janecbo01
1957-05-20,hoydada01
1957-05-25,picarro02
1957-05-31,craigji01
1957-06-01,kamppha01
1957-06-03,berrydo01
1957-06-03,beckba01
1957-06-12,holdema01
1957-06-21,deblolu01
1957-06-22,campbsc01
1957-06-25,millegr01
1957-06-28,nethela01
1957-07-05,wilsodo01
1957-07-06,duguaro01
1957-07-08,maxwebr01
1957-07-12,semenda01
1957-07-14,mccarke01
1957-07-20,hugheja02
1957-07-23,loobpe01
1957-07-24,ocallja01
1957-07-28,kornji01
1957-07-30,mattsma01
1957-08-17,peetepe01
1957-08-27,gladnbo01
1957-09-02,gouldbo01
1957-09-02,smaildo01
1957-09-10,hollaro01
1957-09-16,dwyermi01
1957-09-19,poulida01
1957-09-19,laughcr01
1957-09-20,forbemi01
1957-09-22,johnsma02
1957-09-23,giallma01
1957-10-02,robergo01
1957-10-06,stewabi01
1957-10-15,saganro01
1957-10-16,kerrre01
1957-10-31,daviski01
1957-11-06,boutiro01
1957-11-12,currito01
1957-11-16,hayekpe01
1957-11-20,roulsto01
1957-11-23,piercra01
1957-11-29,sullibo01
1957-12-15,maroima01
1957-12-15,seiliri01
1957-12-15,baronno01
1958-01-01,silkda01
1958-01-01,hunteda01
1958-01-05,hrdinji01
1958-01-07,keansdo01
1958-01-09,mcclaro01
1958-01-09,lowdedw01
1958-01-12,frasecu01
1958-01-13,nicolgr01
1958-01-15,huberwi01
1958-01-17,bernhti01
1958-01-20,dougljo01
1958-01-23,chrisst01
1958-01-24,geoffda01
1958-01-26,tayloma01
1958-01-28,smylst01
1958-01-29,cochrgl01
1958-02-03,kirtoma01
1958-02-07,higgiti01
1958-02-09,nilanch01
1958-02-10,paterri01
1958-02-11,dorean01
1958-02-12,smithbo01
1958-02-15,peterbr01
1958-02-15,mckegto01
1958-02-19,parenbo01
1958-02-23,meredgr01
1958-02-24,brubaje01
1958-02-24,couliti01
1958-02-28,pavelma02
1958-02-28,johnsja01
1958-03-03,secoral01
1958-03-09,maclepa01
1958-03-09,hallima01
1958-03-10,lecuydo01
1958-03-11,lozinla01
1958-03-18,mcdonge01
1958-03-23,gustabe01
1958-03-28,franclo01
1958-03-30,gustape01
1958-03-31,marshbr01
1958-04-07,nolante01
1958-04-07,mccarda01
1958-04-08,davidri01
1958-04-11,nillji01
1958-04-13,smithbr03
1958-04-15,laidlto01
1958-04-15,actonke01
1958-04-20,fetisvi01
1958-04-23,waltery01
1958-04-30,mcdoumi01
1958-05-04,landola01
1958-05-14,tambest01
1958-05-19,watsoda01
1958-05-30,jarviwe01
1958-06-06,babycwa01
1958-06-19,makarse01
1958-06-22,turnede01
1958-06-23,playfla01
1958-06-30,frieska01
1958-06-30,froesbo01
1958-06-30,weeksst01
1958-07-01,barrejo01
1958-07-02,mcphege01
1958-07-10,sinisil01
1958-07-18,currigl01
1958-07-26,berglbo01
1958-07-26,wappego01
1958-07-29,camerda01
1958-08-05,walkeho01
1958-08-08,kaareja01
1958-08-11,linseke01
1958-08-15,mactacr01
1958-08-15,kellgch01
1958-08-16,paynest01
1958-08-17,garnero01
1958-08-19,sutteda01
1958-08-19,waddedo01
1958-08-25,derlabi01
1958-08-28,hicksgl01
1958-09-05,malondo01
1958-09-10,feamsda01
1958-09-15,quennjo01
1958-09-27,malinme01
1958-09-27,mulvepa01
1958-10-02,youngbr01
1958-10-06,mylnise01
1958-10-15,hindmda01
1958-10-18,samuekj01
1958-10-23,sleiglo01
1958-10-27,maclebr01
1958-10-27,minorge01
1958-10-31,siltari01
1958-11-04,friesro01
1958-11-06,mackipa01
1958-11-27,jenseal01
1958-11-27,kotsoch01
1958-11-28,johnste01
1958-11-30,gilescu01
1958-12-01,gillimi01
1958-12-04,starise01
1958-12-05,francbo01
1958-12-17,poulida02
1958-12-19,wilsobe02
1959-01-06,crowdke01
1959-01-11,ramagro01
1959-01-19,carrobi01
1959-01-29,foligmi01
1959-01-30,ingarea02
1959-01-30,nachbdo01
1959-02-01,hardyma01
1959-02-09,hospoed01
1959-02-13,gingrga01
1959-02-13,hampsgo01
1959-02-15,proppbr01
1959-02-16,stlausa01
1959-02-21,renauma01
1959-02-28,dilloga01
1959-03-01,brownje01
1959-03-03,ellacke01
1959-03-04,allisra01
1959-03-09,turnbpe01
1959-03-18,sykesph01
1959-03-27,daleypa01
1959-03-29,mccribr01
1959-04-04,lupulga01
1959-04-06,crawfbo01
1959-04-08,javanar01
1959-04-08,merkogl01
1959-04-08,baronma01
1959-04-11,lacropi01
1959-04-12,fischro01
1959-04-14,allisda01
1959-04-15,neufera01
1959-04-15,loweke01
1959-04-17,mannji01
1959-05-01,conacpa01
1959-05-12,chrisda01
1959-05-14,vaiveri01
1959-05-18,fridgda01
1959-05-18,wellsja01
1959-05-18,rausser01
1959-05-24,lindbpe01
1959-05-25,wamslri01
1959-05-26,riggipa01
1959-06-01,boisvse01
1959-06-02,gibsojo01
1959-06-02,huddych01
1959-06-03,riccini01
1959-06-06,laskoga01
1959-06-06,hopkide01
1959-06-15,sprindo01
1959-06-18,yatesro01
1959-06-20,ogrodjo01
1959-06-21,martist01
1959-06-23,tredwbr01
1959-06-29,suikkka01
1959-06-29,hartscr01
1959-07-10,weslebl01
1959-07-25,watteti01
1959-07-29,grahadi01
1959-08-01,roberge02
1959-08-05,stastan01
1959-08-12,stileto01
1959-08-14,plantma01
1959-08-17,leviecr01
1959-08-21,millepa01
1959-08-24,sampsga01
1959-08-28,wheltbi01
1959-08-29,sullido01
1959-08-31,mongrbo01
1959-09-03,thebegr01
1959-09-06,rootbi01
1959-09-13,gruhlsc01
1959-09-18,kisioke01
1959-09-22,poczaha01
1959-09-27,frycemi01
1959-09-28,trimpti01
1959-10-01,pageapa01
1959-10-08,blumjo01
1959-10-12,beersed01
1959-10-14,kasatal01
1959-10-16,eriksth01
1959-10-21,trembvi01
1959-10-23,wolfbe01
1959-10-29,gartnmi01
1959-10-31,nasluma01
1959-11-08,chornma01
1959-11-15,kellyjo01
1959-11-19,bourgch01
1959-11-21,jenkide01
1959-11-27,langech01
1959-11-29,gagejo01
1959-11-29,brotene01
1959-12-11,richmst01
1959-12-22,fentopa01
1959-12-26,attwebo01
1959-12-26,orlesda01
1960-01-03,cloutja01
1960-01-05,kerrti01
1960-01-06,jalonka01
1960-01-06,reinhpa01
1960-01-16,kleinsc01
1960-01-18,blaismi01
1960-01-23,sauveje01
1960-01-24,reedsma01
1960-01-25,odwyebi01
1960-02-01,morrido02
1960-02-01,jacksji01
1960-02-02,norwole01
1960-02-04,picheda01
1960-02-06,jolyyv01
1960-02-08,ciccadi01
1960-02-09,sheehne01
1960-02-11,nigrofr01
1960-02-14,podduwa01
1960-02-15,cloutre02
1960-02-17,ruffli01
1960-02-18,moogan01
1960-02-21,melnyla01
1960-02-26,knickri01
1960-02-29,daousda01
1960-02-29,dobsoji01
1960-03-01,brownji01
1960-03-07,erickbr01
1960-03-15,gavinst01
1960-03-16,suttedu01
1960-03-17,smithst03
1960-03-18,gardnbi01
1960-03-18,hamelgi01
1960-03-18,carbogu01
1960-03-22,skorowa01
1960-03-30,maxweke01
1960-03-30,hillira01
1960-03-31,brumwmu01
1960-03-31,mctagji01
1960-04-01,ruotsre01
1960-04-01,johnsbr01
1960-04-08,richtda01
1960-04-09,howsosc01
1960-04-10,willigo01
1960-04-12,jonssto01
1960-04-15,mccrebi02
1960-04-15,aubrypi01
1960-04-21,goulemi01
1960-04-23,juliecl01
1960-04-24,veitcda01
1960-04-27,krushmi01
1960-04-29,fenyvda01
1960-05-01,willaro01
1960-05-02,terrigr01
1960-05-04,rundqth01
1960-05-05,robidfl01
1960-05-06,brownke02
1960-05-10,eavesmu01
1960-05-11,patteco01
1960-05-18,kurrija01
1960-05-18,ashtobr01
1960-05-18,foxji01
1960-05-27,crawfbo02
1960-05-27,therrga01
1960-05-27,jenseda02
1960-05-30,tealje01
1960-05-31,adamsgr01
1960-06-01,krutovl01
1960-06-04,boschla01
1960-06-05,lundbbr01
1960-06-05,hidian01
1960-06-08,steenth01
1960-06-12,mandida01
1960-06-21,berryke01
1960-06-25,paterjo01
1960-06-25,haywabr01
1960-06-28,melanro01
1960-06-30,crossdo01
1960-06-30,ladoura01
1960-07-03,loobha01
1960-07-12,beadlsa01
1960-07-14,mcphemi01
1960-07-16,milleja02
1960-07-17,caufija01
1960-07-21,scottro01
1960-07-26,aubinno01
1960-07-28,leaviji01
1960-07-31,hunteda02
1960-07-31,mccarto02
1960-08-02,poolepa01
1960-08-28,coopeed01
1960-08-29,tooketi01
1960-09-01,haworal01
1960-09-07,marshpa01
1960-09-07,pasekdu01
1960-09-10,hunteti01
1960-09-21,barnebl01
1960-10-02,andergl01
1960-10-02,kitchbi01
1960-10-07,fitzpro01
1960-10-10,kleiste01
1960-10-10,flockro02
1960-10-13,loweda01
1960-10-18,lidstdo01
1960-10-24,pepliji01
1960-11-04,libaig01
1960-11-14,broteaa01
1960-11-19,dineepe01
1960-11-21,carsoli01
1960-11-25,carlsan01
1960-11-26,bozekst01
1960-11-30,barrda01
1960-12-03,ramsemi01
1960-12-03,larioig01
1960-12-11,eldeban01
1960-12-18,brookbo01
1960-12-24,gilledo01
1960-12-28,bourqra01
1961-01-02,campbwa01
1961-01-03,britzgr01
1961-01-03,laferri01
1961-01-05,mcraeba01
1961-01-07,buskaro01
1961-01-07,thelvmi01
1961-01-09,wiemeji01
1961-01-11,behrema01
1961-01-12,evansda01
1961-01-13,hrudeke01
1961-01-18,messima01
1961-01-21,manthmo01
1961-01-23,pryorch01
1961-01-23,blomqti01
1961-01-26,gretzwa01
1961-01-28,rocheno01
1961-01-28,speerte01
1961-02-02,pennest01
1961-02-04,patrist01
1961-02-04,cyrde01
1961-02-04,savarde01
1961-02-09,lauenmi01
1961-02-10,konrost01
1961-02-11,wardjo01
1961-02-11,stefagr01
1961-02-13,crawfma01
1961-02-15,chartda01
1961-03-01,galarmi01
1961-03-05,fridati01
1961-03-06,arthufr01
1961-03-07,kumpema01
1961-03-08,murphla01
1961-03-10,bullami01
1961-03-12,fuscoma01
1961-03-13,goddeer01
1961-03-13,pederba01
1961-03-13,boldumi01
1961-03-13,lehtope01
1961-03-15,ludwicr01
1961-03-27,solheke01
1961-03-28,allismi01
1961-03-30,wickedo01
1961-03-30,thelima01
1961-04-03,bellane01
1961-04-04,whistro01
1961-04-05,dietrdo01
1961-04-19,leiteke01
1961-04-20,micalco01
1961-04-22,masonbo01
1961-04-23,callajo01
1961-04-23,chevral01
1961-04-29,shedddo01
1961-05-01,malarcl01
1961-05-01,floydla01
1961-05-03,jenseda01
1961-05-05,adamru01
1961-05-09,nienhkr01
1961-05-10,cunnera01
1961-05-11,mcdonjo01
1961-05-14,vigneal01
1961-05-16,bartero01
1961-05-19,vandowa01
1961-05-23,babycda01
1961-05-24,lemieal01
1961-05-25,grahapa01
1961-05-28,bodakbo01
1961-05-29,damouma01
1961-05-31,cotera01
1961-06-01,coffepa01
1961-06-02,bjugssc01
1961-06-02,sylvedo01
1961-06-06,archiji01
1961-06-16,larmest01
1961-06-21,melaman01
1961-06-22,gatzost01
1961-06-24,nichobe01
1961-06-30,fausste01
1961-07-02,hagglro01
1961-07-05,bidneto01
1961-07-13,terrybi01
1961-07-24,mayerpa01
1961-08-02,roberto01
1961-08-09,hamwama01
1961-08-09,brickan01
1961-08-13,osborma01
1961-08-14,horavmi01
1961-08-15,yaremga01
1961-08-17,macouja01
1961-08-25,tippeda01
1961-08-25,paslagr01
1961-08-27,botelma01
1961-08-31,phairly01
1961-09-04,hachble01
1961-09-14,palmebr01
1961-09-16,lanzri01
1961-09-16,lavalke01
1961-09-17,ludvija01
1961-09-19,beaupdo01
1961-09-22,fordbr01
1961-09-28,kaspest01
1961-10-14,anderpe01
1961-10-14,dunbada01
1961-10-18,johanjo01
1961-10-29,ottojo01
1961-11-14,seppajy01
1961-11-19,ledyagr01
1961-11-26,hannada01
1961-11-26,eliotda01
1961-12-05,mailhja01
1961-12-06,feltrto01
