,year,tmID,SepW,SepL,SepT,SepOL,OctW,OctL,OctT,OctOL,NovW,NovL,NovT,NovOL,DecW,DecL,DecT,DecOL,JanW,JanL,JanT,JanOL,FebW,FebL,FebT,FebOL,MarW,MarL,MarT,MarOL,AprW,AprL,AprT,AprOL
1083,1996,BOS,,,,,4.0,4.0,2.0,,5.0,6.0,2.0,,4.0,7.0,2.0,,5.0,8.0,0.0,,3.0,8.0,2.0,,3.0,10.0,1.0,,2.0,4.0,0.0,
1084,1996,BUF,,,,,5.0,6.0,0.0,,8.0,5.0,1.0,,7.0,4.0,2.0,,7.0,4.0,2.0,,5.0,1.0,5.0,,6.0,6.0,1.0,,2.0,4.0,1.0,
1085,1996,CAL,,,,,7.0,5.0,1.0,,3.0,9.0,1.0,,3.0,7.0,3.0,,5.0,5.0,1.0,,8.0,5.0,1.0,,6.0,5.0,1.0,,0.0,5.0,1.0,
1086,1996,CHI,,,,,6.0,5.0,2.0,,6.0,7.0,1.0,,3.0,8.0,3.0,,3.0,6.0,2.0,,7.0,3.0,1.0,,6.0,4.0,3.0,,3.0,2.0,1.0,
1087,1996,COL,,,,,8.0,4.0,1.0,,8.0,2.0,3.0,,7.0,4.0,1.0,,8.0,2.0,3.0,,7.0,4.0,0.0,,8.0,5.0,1.0,,3.0,3.0,0.0,
1088,1996,DAL,,,,,9.0,2.0,0.0,,7.0,6.0,1.0,,6.0,5.0,2.0,,7.0,5.0,1.0,,9.0,4.0,0.0,,8.0,1.0,2.0,,2.0,3.0,2.0,
1089,1996,DET,,,,,7.0,4.0,1.0,,7.0,4.0,2.0,,6.0,4.0,3.0,,2.0,5.0,3.0,,8.0,2.0,3.0,,6.0,5.0,3.0,,2.0,2.0,3.0,
1090,1996,EDM,,,,,7.0,5.0,0.0,,6.0,7.0,1.0,,4.0,7.0,3.0,,8.0,3.0,1.0,,4.0,6.0,2.0,,6.0,7.0,0.0,,1.0,2.0,2.0,
1091,1996,FLO,,,,,8.0,0.0,4.0,,7.0,3.0,2.0,,5.0,6.0,3.0,,6.0,5.0,1.0,,3.0,5.0,5.0,,4.0,7.0,3.0,,2.0,2.0,1.0,
1092,1996,HAR,,,,,5.0,2.0,2.0,,6.0,5.0,3.0,,6.0,6.0,1.0,,3.0,10.0,1.0,,4.0,6.0,2.0,,5.0,7.0,1.0,,3.0,3.0,1.0,
1093,1996,LAK,,,,,5.0,6.0,2.0,,5.0,6.0,1.0,,3.0,9.0,1.0,,5.0,6.0,2.0,,5.0,6.0,2.0,,3.0,8.0,2.0,,2.0,2.0,1.0,
1094,1996,MTL,,,,,4.0,5.0,2.0,,6.0,7.0,2.0,,3.0,6.0,3.0,,6.0,7.0,1.0,,4.0,5.0,3.0,,5.0,4.0,3.0,,3.0,2.0,1.0,
1095,1996,NJD,,,,,4.0,5.0,1.0,,8.0,5.0,0.0,,8.0,3.0,2.0,,4.0,4.0,4.0,,7.0,1.0,5.0,,10.0,3.0,1.0,,4.0,2.0,1.0,
1096,1996,NYI,,,,,1.0,5.0,4.0,,5.0,5.0,4.0,,6.0,7.0,0.0,,4.0,9.0,1.0,,4.0,6.0,1.0,,8.0,4.0,1.0,,1.0,5.0,1.0,
1097,1996,NYR,,,,,5.0,6.0,3.0,,4.0,7.0,1.0,,11.0,3.0,1.0,,5.0,4.0,2.0,,3.0,6.0,2.0,,7.0,6.0,0.0,,3.0,2.0,1.0,
1098,1996,OTT,,,,,3.0,3.0,4.0,,4.0,7.0,2.0,,4.0,7.0,1.0,,4.0,6.0,3.0,,6.0,5.0,3.0,,5.0,6.0,2.0,,5.0,2.0,0.0,
1099,1996,PHI,,,,,6.0,7.0,0.0,,7.0,5.0,1.0,,11.0,0.0,2.0,,5.0,2.0,4.0,,7.0,3.0,2.0,,7.0,5.0,2.0,,2.0,2.0,2.0,
1100,1996,PHO,,,,,4.0,6.0,1.0,,4.0,6.0,3.0,,9.0,5.0,0.0,,5.0,7.0,0.0,,6.0,7.0,0.0,,7.0,4.0,2.0,,3.0,2.0,1.0,
1101,1996,PIT,,,,,2.0,8.0,0.0,,6.0,5.0,2.0,,11.0,2.0,2.0,,8.0,3.0,1.0,,4.0,7.0,0.0,,5.0,8.0,2.0,,2.0,3.0,1.0,
1102,1996,SJS,,,,,5.0,5.0,3.0,,3.0,8.0,1.0,,6.0,6.0,0.0,,4.0,7.0,1.0,,4.0,7.0,2.0,,3.0,10.0,0.0,,2.0,4.0,1.0,
1103,1996,STL,,,,,5.0,7.0,0.0,,8.0,4.0,0.0,,4.0,9.0,2.0,,8.0,3.0,2.0,,3.0,6.0,4.0,,5.0,5.0,1.0,,3.0,1.0,2.0,
1104,1996,TBL,,,,,5.0,4.0,1.0,,2.0,10.0,1.0,,5.0,5.0,3.0,,6.0,5.0,1.0,,6.0,6.0,1.0,,5.0,8.0,1.0,,3.0,2.0,2.0,
1105,1996,TOR,,,,,5.0,6.0,0.0,,5.0,9.0,0.0,,7.0,7.0,0.0,,2.0,10.0,1.0,,4.0,5.0,1.0,,5.0,4.0,5.0,,2.0,3.0,1.0,
1106,1996,VAN,,,,,5.0,5.0,0.0,,8.0,5.0,0.0,,3.0,9.0,1.0,,8.0,4.0,1.0,,4.0,9.0,0.0,,4.0,8.0,3.0,,3.0,0.0,2.0,
1107,1996,WAS,,,,,4.0,6.0,0.0,,9.0,5.0,1.0,,2.0,9.0,2.0,,5.0,5.0,2.0,,4.0,6.0,2.0,,6.0,7.0,1.0,,3.0,2.0,1.0,
1108,1997,ANA,,,,,5.0,4.0,4.0,,6.0,8.0,1.0,,2.0,8.0,2.0,,4.0,7.0,2.0,,3.0,2.0,0.0,,4.0,9.0,2.0,,2.0,5.0,2.0,
1109,1997,BOS,,,,,7.0,5.0,1.0,,4.0,6.0,4.0,,6.0,5.0,2.0,,6.0,4.0,2.0,,1.0,2.0,3.0,,9.0,4.0,1.0,,6.0,4.0,0.0,
1110,1997,BUF,,,,,4.0,7.0,2.0,,3.0,5.0,3.0,,7.0,7.0,1.0,,5.0,2.0,4.0,,3.0,0.0,4.0,,9.0,5.0,1.0,,5.0,3.0,2.0,
1111,1997,CAL,,,,,3.0,8.0,2.0,,2.0,7.0,5.0,,6.0,8.0,1.0,,3.0,6.0,3.0,,2.0,1.0,1.0,,8.0,6.0,1.0,,2.0,5.0,2.0,
1112,1997,CAR,,,,,3.0,8.0,3.0,,7.0,5.0,1.0,,5.0,8.0,1.0,,5.0,7.0,1.0,,1.0,2.0,1.0,,8.0,5.0,1.0,,4.0,6.0,0.0,
1113,1997,CHI,,,,,4.0,10.0,0.0,,6.0,3.0,4.0,,4.0,5.0,3.0,,7.0,4.0,2.0,,2.0,4.0,0.0,,6.0,7.0,3.0,,1.0,6.0,1.0,
1114,1997,COL,,,,,7.0,2.0,5.0,,6.0,4.0,3.0,,8.0,2.0,4.0,,5.0,5.0,4.0,,5.0,1.0,0.0,,6.0,7.0,0.0,,2.0,5.0,1.0,
1115,1997,DAL,,,,,9.0,4.0,1.0,,9.0,3.0,3.0,,7.0,2.0,3.0,,8.0,4.0,1.0,,5.0,0.0,0.0,,5.0,5.0,3.0,,6.0,4.0,0.0,
1116,1997,DET,,,,,10.0,2.0,2.0,,7.0,4.0,2.0,,8.0,3.0,4.0,,4.0,5.0,3.0,,3.0,1.0,2.0,,7.0,5.0,2.0,,5.0,3.0,0.0,
1117,1997,EDM,,,,,5.0,6.0,1.0,,3.0,7.0,5.0,,3.0,7.0,3.0,,7.0,5.0,1.0,,3.0,4.0,0.0,,8.0,6.0,0.0,,6.0,2.0,0.0,
1118,1997,FLO,,,,,3.0,6.0,3.0,,5.0,7.0,2.0,,6.0,7.0,1.0,,4.0,5.0,5.0,,0.0,4.0,1.0,,3.0,10.0,0.0,,3.0,4.0,3.0,
1119,1997,LAK,,,,,5.0,5.0,4.0,,7.0,4.0,1.0,,4.0,7.0,2.0,,7.0,3.0,2.0,,4.0,2.0,1.0,,7.0,6.0,1.0,,4.0,6.0,0.0,
1120,1997,MTL,,,,,6.0,4.0,2.0,,9.0,5.0,1.0,,6.0,6.0,3.0,,6.0,4.0,1.0,,1.0,4.0,0.0,,6.0,6.0,3.0,,3.0,3.0,3.0,
1121,1997,NJD,,,,,7.0,4.0,0.0,,10.0,4.0,0.0,,8.0,3.0,2.0,,6.0,5.0,4.0,,6.0,0.0,0.0,,8.0,3.0,3.0,,3.0,4.0,2.0,
1122,1997,NYI,,,,,5.0,5.0,2.0,,6.0,6.0,2.0,,4.0,9.0,1.0,,3.0,8.0,2.0,,2.0,2.0,1.0,,4.0,8.0,2.0,,6.0,3.0,1.0,
1123,1997,NYR,,,,,3.0,6.0,5.0,,5.0,5.0,4.0,,4.0,7.0,3.0,,4.0,4.0,3.0,,2.0,3.0,1.0,,4.0,9.0,2.0,,3.0,5.0,0.0,
1124,1997,OTT,,,,,8.0,3.0,3.0,,2.0,10.0,1.0,,8.0,5.0,0.0,,4.0,5.0,5.0,,1.0,4.0,1.0,,5.0,4.0,3.0,,6.0,2.0,2.0,
1125,1997,PHI,,,,,7.0,5.0,2.0,,8.0,3.0,2.0,,8.0,2.0,3.0,,5.0,5.0,2.0,,2.0,2.0,0.0,,8.0,7.0,2.0,,4.0,5.0,0.0,
1126,1997,PHO,,,,,5.0,5.0,2.0,,7.0,6.0,0.0,,5.0,5.0,5.0,,7.0,4.0,3.0,,0.0,5.0,1.0,,4.0,7.0,1.0,,7.0,3.0,0.0,
1127,1997,PIT,,,,,7.0,5.0,2.0,,7.0,4.0,3.0,,7.0,3.0,3.0,,8.0,3.0,2.0,,1.0,2.0,3.0,,6.0,3.0,4.0,,4.0,4.0,1.0,
1128,1997,SJS,,,,,4.0,9.0,0.0,,5.0,8.0,2.0,,5.0,3.0,3.0,,6.0,5.0,2.0,,2.0,4.0,0.0,,7.0,8.0,0.0,,5.0,1.0,3.0,
1129,1997,STL,,,,,10.0,2.0,2.0,,5.0,7.0,1.0,,7.0,6.0,3.0,,6.0,5.0,2.0,,3.0,2.0,0.0,,8.0,4.0,0.0,,6.0,3.0,0.0,
1130,1997,TBL,,,,,2.0,9.0,2.0,,2.0,8.0,2.0,,5.0,6.0,3.0,,0.0,12.0,1.0,,3.0,3.0,1.0,,5.0,8.0,0.0,,0.0,9.0,1.0,
1131,1997,TOR,,,,,3.0,6.0,2.0,,5.0,7.0,1.0,,5.0,6.0,3.0,,4.0,8.0,1.0,,3.0,3.0,1.0,,6.0,8.0,1.0,,4.0,5.0,0.0,
1132,1997,VAN,,,,,3.0,8.0,2.0,,6.0,6.0,1.0,,2.0,9.0,3.0,,3.0,9.0,2.0,,4.0,1.0,1.0,,4.0,6.0,4.0,,3.0,4.0,1.0,
1133,1997,WAS,,,,,7.0,4.0,2.0,,6.0,6.0,2.0,,4.0,5.0,4.0,,9.0,2.0,2.0,,0.0,4.0,1.0,,8.0,7.0,0.0,,6.0,2.0,1.0,
1134,1998,ANA,,,,,3.0,3.0,3.0,,5.0,7.0,1.0,,5.0,3.0,4.0,,4.0,9.0,1.0,,10.0,3.0,0.0,,6.0,4.0,2.0,,2.0,5.0,2.0,
1135,1998,BOS,,,,,4.0,5.0,2.0,,6.0,2.0,3.0,,6.0,6.0,1.0,,4.0,6.0,2.0,,5.0,5.0,2.0,,7.0,4.0,3.0,,7.0,2.0,0.0,
1136,1998,BUF,,,,,4.0,3.0,2.0,,6.0,2.0,2.0,,9.0,3.0,1.0,,5.0,6.0,3.0,,4.0,6.0,4.0,,5.0,5.0,3.0,,4.0,3.0,2.0,
1137,1998,CAL,,,,,2.0,5.0,2.0,,6.0,8.0,0.0,,4.0,8.0,1.0,,4.0,6.0,2.0,,5.0,2.0,5.0,,7.0,5.0,2.0,,2.0,6.0,0.0,
1138,1998,CAR,,,,,4.0,3.0,3.0,,7.0,7.0,0.0,,6.0,4.0,2.0,,6.0,4.0,3.0,,4.0,5.0,4.0,,4.0,5.0,4.0,,3.0,2.0,2.0,
1139,1998,CHI,,,,,4.0,4.0,1.0,,2.0,10.0,2.0,,5.0,6.0,1.0,,3.0,6.0,4.0,,3.0,11.0,0.0,,6.0,3.0,4.0,,6.0,1.0,0.0,
1140,1998,COL,,,,,2.0,6.0,1.0,,6.0,5.0,1.0,,8.0,6.0,1.0,,9.0,2.0,1.0,,5.0,3.0,4.0,,9.0,4.0,2.0,,5.0,2.0,0.0,
1141,1998,DAL,,,,,6.0,1.0,2.0,,6.0,3.0,1.0,,11.0,1.0,3.0,,7.0,4.0,1.0,,8.0,2.0,2.0,,9.0,4.0,3.0,,4.0,4.0,0.0,
1142,1998,DET,,,,,6.0,4.0,0.0,,7.0,4.0,0.0,,4.0,8.0,2.0,,7.0,5.0,1.0,,7.0,4.0,3.0,,7.0,5.0,0.0,,5.0,2.0,1.0,
1143,1998,EDM,,,,,5.0,4.0,0.0,,7.0,5.0,1.0,,3.0,8.0,2.0,,4.0,3.0,4.0,,4.0,8.0,2.0,,5.0,7.0,2.0,,5.0,2.0,1.0,
1144,1998,FLO,,,,,3.0,3.0,3.0,,5.0,5.0,2.0,,5.0,5.0,1.0,,5.0,4.0,6.0,,4.0,5.0,4.0,,5.0,6.0,2.0,,3.0,6.0,0.0,
1145,1998,LAK,,,,,4.0,4.0,2.0,,2.0,10.0,1.0,,6.0,7.0,0.0,,5.0,6.0,1.0,,6.0,6.0,1.0,,5.0,8.0,0.0,,4.0,4.0,0.0,
1146,1998,MTL,,,,,3.0,5.0,2.0,,5.0,7.0,0.0,,3.0,6.0,5.0,,7.0,6.0,1.0,,6.0,5.0,0.0,,5.0,5.0,2.0,,3.0,5.0,1.0,
1147,1998,NAS,,,,,3.0,5.0,1.0,,6.0,7.0,0.0,,4.0,6.0,2.0,,5.0,9.0,1.0,,3.0,6.0,2.0,,5.0,8.0,1.0,,2.0,6.0,0.0,
1148,1998,NJD,,,,,5.0,4.0,0.0,,8.0,3.0,1.0,,8.0,2.0,3.0,,6.0,6.0,1.0,,6.0,5.0,3.0,,7.0,2.0,3.0,,7.0,2.0,0.0,
1149,1998,NYI,,,,,5.0,5.0,0.0,,5.0,8.0,0.0,,3.0,9.0,2.0,,2.0,8.0,2.0,,4.0,5.0,3.0,,2.0,10.0,2.0,,3.0,3.0,1.0,
1150,1998,NYR,,,,,3.0,4.0,3.0,,3.0,5.0,4.0,,7.0,6.0,0.0,,6.0,7.0,0.0,,6.0,6.0,0.0,,6.0,5.0,3.0,,2.0,5.0,1.0,
1151,1998,OTT,,,,,5.0,3.0,0.0,,5.0,4.0,3.0,,6.0,6.0,1.0,,10.0,2.0,2.0,,7.0,3.0,2.0,,9.0,3.0,2.0,,2.0,2.0,5.0,
1152,1998,PHI,,,,,5.0,3.0,2.0,,6.0,4.0,2.0,,7.0,2.0,5.0,,8.0,1.0,2.0,,4.0,7.0,2.0,,3.0,6.0,5.0,,4.0,3.0,1.0,
1153,1998,PHO,,,,,4.0,2.0,1.0,,10.0,0.0,1.0,,7.0,5.0,2.0,,4.0,5.0,5.0,,5.0,8.0,1.0,,7.0,6.0,2.0,,2.0,5.0,0.0,
1154,1998,PIT,,,,,4.0,3.0,2.0,,6.0,3.0,3.0,,5.0,4.0,2.0,,8.0,5.0,0.0,,9.0,5.0,0.0,,4.0,5.0,6.0,,2.0,5.0,1.0,
1155,1998,SJS,,,,,1.0,6.0,2.0,,4.0,5.0,3.0,,5.0,5.0,3.0,,5.0,4.0,4.0,,5.0,7.0,2.0,,7.0,3.0,3.0,,4.0,3.0,1.0,
1156,1998,STL,,,,,4.0,3.0,2.0,,5.0,3.0,3.0,,3.0,5.0,4.0,,6.0,7.0,0.0,,7.0,6.0,1.0,,6.0,7.0,1.0,,6.0,1.0,2.0,
1157,1998,TBL,,,,,4.0,6.0,1.0,,2.0,8.0,1.0,,3.0,10.0,1.0,,2.0,9.0,1.0,,2.0,8.0,1.0,,4.0,9.0,1.0,,2.0,4.0,3.0,
1158,1998,TOR,,,,,5.0,4.0,1.0,,8.0,5.0,1.0,,8.0,4.0,0.0,,7.0,4.0,1.0,,6.0,4.0,2.0,,6.0,7.0,1.0,,5.0,2.0,1.0,
1159,1998,VAN,,,,,4.0,4.0,1.0,,5.0,9.0,0.0,,4.0,6.0,3.0,,3.0,6.0,2.0,,3.0,8.0,3.0,,3.0,9.0,2.0,,1.0,5.0,1.0,
1160,1998,WAS,,,,,3.0,3.0,3.0,,4.0,8.0,0.0,,4.0,8.0,0.0,,5.0,7.0,1.0,,9.0,4.0,1.0,,4.0,8.0,1.0,,2.0,7.0,0.0,
1161,1999,ANA,,,,,6.0,5.0,1.0,1.0,6.0,5.0,1.0,0.0,6.0,6.0,2.0,0.0,4.0,7.0,2.0,0.0,5.0,3.0,4.0,0.0,5.0,5.0,2.0,1.0,2.0,2.0,0.0,1.0
1162,1999,ATL,,,,,2.0,5.0,2.0,1.0,3.0,9.0,0.0,0.0,3.0,7.0,2.0,2.0,3.0,8.0,2.0,1.0,1.0,11.0,0.0,0.0,1.0,13.0,1.0,0.0,1.0,4.0,0.0,0.0
1163,1999,BOS,,,,,4.0,5.0,4.0,0.0,7.0,3.0,2.0,0.0,2.0,6.0,3.0,2.0,4.0,4.0,4.0,2.0,2.0,5.0,4.0,0.0,4.0,7.0,1.0,2.0,1.0,3.0,1.0,0.0
1164,1999,BUF,,,,,3.0,7.0,2.0,0.0,8.0,5.0,0.0,0.0,4.0,4.0,3.0,1.0,5.0,8.0,1.0,0.0,6.0,3.0,3.0,1.0,6.0,5.0,1.0,1.0,3.0,0.0,1.0,1.0
1165,1999,CAL,,,,,3.0,8.0,2.0,0.0,5.0,6.0,0.0,0.0,8.0,2.0,3.0,1.0,7.0,6.0,0.0,0.0,3.0,3.0,2.0,4.0,4.0,8.0,2.0,0.0,1.0,3.0,1.0,0.0
1166,1999,CAR,,,,,5.0,3.0,3.0,0.0,6.0,5.0,3.0,0.0,3.0,8.0,1.0,0.0,6.0,8.0,1.0,0.0,6.0,4.0,1.0,0.0,8.0,6.0,1.0,0.0,3.0,1.0,0.0,0.0
1167,1999,CHI,,,,,2.0,5.0,4.0,0.0,3.0,8.0,0.0,2.0,6.0,6.0,2.0,0.0,7.0,6.0,0.0,0.0,4.0,6.0,1.0,0.0,8.0,5.0,2.0,0.0,3.0,1.0,1.0,0.0
1168,1999,COL,,,,,5.0,5.0,2.0,1.0,6.0,5.0,1.0,0.0,7.0,5.0,1.0,0.0,7.0,4.0,3.0,0.0,3.0,7.0,3.0,0.0,10.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0
1169,1999,DAL,,,,,6.0,5.0,1.0,0.0,5.0,5.0,2.0,1.0,8.0,4.0,2.0,0.0,8.0,3.0,0.0,1.0,7.0,3.0,1.0,1.0,9.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0
1170,1999,DET,,,,,7.0,2.0,1.0,1.0,7.0,4.0,2.0,0.0,11.0,2.0,1.0,0.0,6.0,6.0,2.0,0.0,7.0,5.0,0.0,0.0,9.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0
1171,1999,EDM,,,,,4.0,3.0,2.0,2.0,2.0,5.0,4.0,1.0,6.0,4.0,3.0,2.0,5.0,3.0,4.0,2.0,8.0,2.0,2.0,1.0,4.0,7.0,1.0,0.0,3.0,2.0,0.0,0.0
1172,1999,FLO,,,,,6.0,3.0,1.0,2.0,7.0,3.0,1.0,0.0,7.0,4.0,1.0,1.0,9.0,4.0,1.0,0.0,5.0,6.0,0.0,2.0,7.0,6.0,1.0,0.0,2.0,1.0,1.0,1.0
1173,1999,LAK,,,,,8.0,3.0,2.0,0.0,6.0,3.0,2.0,1.0,3.0,6.0,2.0,1.0,5.0,6.0,1.0,1.0,8.0,4.0,1.0,0.0,6.0,4.0,3.0,1.0,3.0,1.0,1.0,0.0
1174,1999,MTL,,,,,3.0,8.0,1.0,0.0,6.0,5.0,0.0,1.0,3.0,7.0,3.0,0.0,5.0,3.0,3.0,1.0,8.0,4.0,0.0,1.0,8.0,5.0,2.0,0.0,2.0,2.0,0.0,1.0
1175,1999,NAS,,,,,4.0,6.0,1.0,0.0,3.0,7.0,0.0,2.0,6.0,5.0,4.0,0.0,6.0,5.0,1.0,2.0,3.0,7.0,0.0,1.0,6.0,7.0,1.0,2.0,0.0,3.0,0.0,0.0
1176,1999,NJD,,,,,6.0,3.0,1.0,1.0,5.0,3.0,2.0,1.0,10.0,4.0,1.0,0.0,10.0,1.0,1.0,2.0,7.0,3.0,2.0,1.0,5.0,8.0,1.0,0.0,2.0,2.0,0.0,0.0
1177,1999,NYI,,,,,2.0,6.0,1.0,0.0,4.0,6.0,2.0,0.0,3.0,9.0,2.0,0.0,4.0,9.0,1.0,1.0,4.0,8.0,1.0,0.0,5.0,8.0,1.0,0.0,2.0,2.0,1.0,0.0
1178,1999,NYR,,,,,4.0,7.0,2.0,0.0,3.0,5.0,1.0,1.0,5.0,3.0,3.0,2.0,10.0,4.0,1.0,0.0,4.0,7.0,2.0,0.0,3.0,9.0,2.0,0.0,0.0,3.0,1.0,0.0
1179,1999,OTT,,,,,8.0,2.0,1.0,1.0,6.0,6.0,1.0,0.0,5.0,3.0,4.0,0.0,6.0,5.0,2.0,1.0,6.0,4.0,2.0,0.0,7.0,6.0,1.0,0.0,3.0,2.0,0.0,0.0
1180,1999,PHI,,,,,6.0,5.0,1.0,1.0,7.0,2.0,3.0,0.0,8.0,3.0,2.0,0.0,5.0,4.0,3.0,0.0,7.0,3.0,2.0,0.0,7.0,4.0,1.0,2.0,5.0,1.0,0.0,0.0
1181,1999,PHO,,,,,8.0,2.0,3.0,0.0,8.0,4.0,0.0,0.0,5.0,6.0,1.0,0.0,7.0,4.0,2.0,1.0,4.0,6.0,1.0,0.0,5.0,8.0,0.0,2.0,2.0,1.0,1.0,1.0
1182,1999,PIT,,,,,2.0,3.0,3.0,1.0,6.0,5.0,0.0,2.0,8.0,4.0,0.0,2.0,5.0,8.0,1.0,0.0,5.0,3.0,4.0,1.0,8.0,6.0,0.0,0.0,3.0,2.0,0.0,0.0
1183,1999,SJS,,,,,9.0,5.0,1.0,0.0,5.0,4.0,2.0,2.0,5.0,6.0,1.0,1.0,3.0,5.0,2.0,3.0,4.0,4.0,2.0,1.0,6.0,4.0,2.0,0.0,3.0,2.0,0.0,0.0
1184,1999,STL,,,,,7.0,4.0,0.0,0.0,8.0,3.0,2.0,0.0,7.0,4.0,2.0,0.0,9.0,3.0,2.0,0.0,10.0,2.0,0.0,0.0,8.0,2.0,4.0,0.0,2.0,1.0,1.0,1.0
1185,1999,TBL,,,,,3.0,5.0,1.0,1.0,5.0,6.0,1.0,1.0,2.0,6.0,3.0,1.0,2.0,10.0,1.0,1.0,3.0,6.0,1.0,2.0,3.0,10.0,1.0,1.0,1.0,4.0,1.0,0.0
1186,1999,TOR,,,,,9.0,3.0,1.0,0.0,5.0,4.0,2.0,2.0,9.0,2.0,1.0,0.0,6.0,5.0,2.0,1.0,5.0,5.0,1.0,0.0,8.0,6.0,0.0,0.0,3.0,2.0,0.0,0.0
1187,1999,VAN,,,,,7.0,3.0,2.0,1.0,3.0,5.0,4.0,0.0,2.0,6.0,1.0,2.0,3.0,5.0,3.0,3.0,6.0,5.0,2.0,0.0,7.0,4.0,2.0,2.0,2.0,1.0,1.0,0.0
1188,1999,WAS,,,,,2.0,6.0,2.0,0.0,7.0,3.0,2.0,1.0,4.0,6.0,2.0,0.0,11.0,1.0,2.0,0.0,8.0,4.0,2.0,0.0,10.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0
1189,2000,ANA,,,,,6.0,4.0,1.0,2.0,2.0,8.0,3.0,1.0,5.0,7.0,1.0,1.0,2.0,10.0,1.0,0.0,3.0,5.0,2.0,1.0,6.0,5.0,2.0,0.0,1.0,2.0,1.0,0.0
1190,2000,ATL,,,,,1.0,3.0,5.0,0.0,4.0,7.0,1.0,1.0,10.0,5.0,0.0,0.0,1.0,10.0,3.0,1.0,2.0,8.0,1.0,0.0,4.0,9.0,2.0,0.0,1.0,3.0,0.0,0.0
1191,2000,BOS,,,,,4.0,6.0,1.0,1.0,4.0,5.0,2.0,1.0,5.0,5.0,2.0,2.0,9.0,3.0,1.0,1.0,4.0,5.0,0.0,2.0,7.0,5.0,2.0,1.0,3.0,1.0,0.0,0.0
1192,2000,BUF,,,,,5.0,3.0,1.0,1.0,7.0,4.0,1.0,0.0,8.0,5.0,1.0,0.0,5.0,7.0,2.0,0.0,9.0,4.0,0.0,0.0,9.0,5.0,0.0,0.0,3.0,2.0,0.0,0.0
